DateTime,Entries,UniqueIPs
1501364521,5038,5159
1501365722,5035,5156
1501366321,5036,5157
1501366921,5026,5145
1501368721,5027,5146
1501369321,5028,5147
1501370522,5017,5136
1501372322,5019,5138
1501373522,5021,5140
1501374121,5019,5138
1501374721,5016,5135
1501376522,5010,5129
1501378923,5006,5124
1501380122,5005,5123
1501380721,5004,5122
1501381322,5008,5126
1501381922,5007,5125
1501383123,5006,5125
1501384921,5007,5126
1501385522,5009,5128
1501386121,5006,5125
1501386723,5008,5127
1501388522,5010,5129
1501389122,5010,5129
1501389721,5011,5130
1501390922,5010,5129
1501391521,5005,5125
1501392722,5005,5125
1501393923,5004,5125
1501394521,5006,5127
1501395721,5007,5127
1501396322,5002,5122
1501398121,5001,5121
1501398721,5005,5121
1501399322,5006,5122
1501399922,5006,5122
1501400521,4997,5113
1501402921,4997,5113
1501404121,4996,5112
1501404721,4997,5113
1501406522,4995,5111
1501407121,4994,5110
1501408322,4992,5108
1501408921,5010,5126
1501410121,5007,5123
1501411322,5010,5126
1501412522,5006,5122
1501413122,5010,5126
1501413721,5010,5126
1501414321,5012,5128
1501416122,5005,5121
1501416722,4993,5109
1501417322,4992,5108
1501417921,4994,5110
1501418522,4994,5108
1501419122,4995,5109
1501419722,4998,5112
1501420321,4998,5112
1501420921,5005,5119
1501423321,4993,5105
1501424521,4993,5102
1501425122,4998,5108
1501425721,5001,5111
1501426922,4993,5103
1501428722,4990,5101
1501429321,4989,5100
1501429921,4990,5101
1501430521,4990,5101
1501431122,4988,5099
1501431722,4990,5101
1501432922,4992,5103
1501434122,4994,5105
1501434722,4989,5100
1501435321,4993,5104
1501435921,4993,5104
1501436522,4995,5106
1501437122,4996,5107
1501437721,5000,5111
1501438321,4997,5108
1501438921,4997,5108
1501439522,4995,5106
1501440122,4995,5107
1501441322,4993,5104
1501442522,4990,5101
1501443721,4986,5097
1501444921,4985,5093
1501445522,4986,5094
1501446722,4988,5098
1501447323,4989,5099
1501447922,4993,5103
1501448521,4995,5105
1501449121,4989,5098
1501449722,4988,5097
1501450921,4989,5098
1501451522,4989,5099
1501452121,4991,5097
1501453322,4993,5099
1501453921,4995,5101
1501454521,4995,5100
1501455122,4997,5102
1501455722,4989,5094
1501456322,5000,5106
1501456921,5001,5107
1501457521,5002,5109
1501458122,5005,5113
1501459322,5004,5112
1501460521,5003,5111
1501461721,4998,5101
1501462322,4998,5102
1501462922,4996,5101
1501464121,4994,5099
1501464723,4995,5100
1501465322,4996,5101
1501466521,4983,5087
1501467121,4984,5088
1501467722,4985,5090
1501468322,4982,5086
1501468921,4966,5070
1501469522,4967,5071
1501470721,4967,5071
1501471321,4970,5075
1501472522,4974,5079
1501473121,4979,5084
1501473721,4983,5088
1501474921,4984,5089
1501476122,4972,5076
1501476722,4975,5079
1501477322,4974,5078
1501477922,4976,5080
1501478522,4978,5082
1501479722,4978,5084
1501480322,4980,5086
1501480922,4985,5091
1501481522,4986,5092
1501482722,4987,5093
1501483322,4987,5092
1501483921,4989,5094
1501484522,4992,5097
1501485121,4996,5101
1501485722,4995,5100
1501486322,4995,5100
1501486922,4993,5097
1501487522,4994,5098
1501488121,4996,5100
1501488721,4997,5101
1501489321,4997,5101
1501489921,5002,5106
1501490522,4999,5103
1501491122,5001,5105
1501491722,5002,5106
1501492922,5002,5106
1501493521,5001,5105
1501494121,5007,5111
1501495921,5007,5111
1501496521,5011,5118
1501497721,5018,5125
1501498922,5020,5129
1501500122,5021,5130
1501500722,5024,5133
1501501322,5032,5144
1501501922,5029,5141
1501502522,5032,5146
1501503122,5033,5147
1501503722,5035,5151
1501504321,5038,5154
1501504922,5038,5155
1501505522,5042,5161
1501506121,5044,5164
1501507321,5047,5167
1501507921,5046,5166
1501508522,5050,5170
1501509722,5053,5174
1501510322,5055,5176
1501510921,5064,5185
